Facility_Name,Address,Violation_Description,Grade,Longitude,Latitude
Livermore Valley Charter Prep Hs,2451 Portola Ave,"Warewashing facilities: installed, maintained, use",G,-121.76949585,37.69107516
Peet's Coffee & Tea Gate 26,1 Airport Dr,"Floors, walls and ceilings: built, maintained, and",G,-122.20122240000002,37.72288105
Mumbai Chowk,35144 Newark Blvd,Demonstration of knowledge food manager certifica,G,-122.04674621,37.55105732
Modern Coffee,411 13th St,Premises personal/cleaning items vermin-proofing,G,-122.27070417,37.80326042
Kirby's Sports Bar,42312 Fremont Blvd,Premises personal/cleaning items vermin-proofing,G,-121.95683117,37.52179451
Newark Gas,7275 Thornton Ave,Food properly labeled & honestly presented,G,-122.03812262,37.53037776
Wendy's,35229 Newark Blvd,Hot and cold water available,G,-122.04745218,37.54951679
Pinches Tacos,3100 High St,Proper hot and cold holding temperatures,G,-122.19909219,37.78514186
Ed's Liquor,2700 23rd Ave,Equipment/Utensils - approved installed clean g,G,-122.22640133,37.79370284
65th St Market,6444 San Pablo Ave,Adequate ventilation and lighting designated area,G,-122.28498225,37.84794356
Frujuice Taqueria,2473 Stoneridge Mall Rd #e205,Demonstration of knowledge food manager certifica,G,-121.92947736,37.69598943
Kidango,44000 Old Warm Springs Blvd,Hot and cold water available,G,-121.94589553,37.50639138
Los Dos Gallos,50 Whitney Pl,"Floors, walls and ceilings: built, maintained, and",G,-121.91859836,37.46977313
Siam Bay Authentic Thai,1009 Clay St,"Floors, walls and ceilings: built, maintained, and",G,-122.27558935,37.80213147
Sojo Ramen,43779 Boscell Rd,Demonstration of knowledge food manager certifica,G,-121.97434462,37.50039953
Grammie's Down-home Chicken And Seafood,3817 Market St,Garbage and refuse properly disposed facilities m,Y,-122.27441586,37.8288179
Chapinlandia Bakery,4737 International Blvd,Signs posted last inspection report available,G,-122.21105079,37.77018016
Wonder Food Bakery,340 9th St,"Warewashing facilities: installed, maintained, use",G,-122.27066671,37.79986141
El Pollo Loco #3851,3898 Fallon Rd,Adequate handwashing facilities supplied & accessi,G,-121.85127212,37.70573348
Louisiana Fish And Chips,2817 Telegraph Ave,Proper cooling methods,Y,-122.26760056,37.81751693
Meadowlark Dairy,57 W Neal St,"Floors, walls and ceilings: built, maintained, and",G,-121.87488627,37.66021571
Business Park Chevron,46050 Fremont Blvd,Plan Review,G,-121.9478509,37.49018318
Rang Dong,724 Webster St,Thermometers provided and accurate,Y,-122.27133668,37.79928667
Round Table Pizza,2854 Mountain Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.19770078,37.81121114
Yokee,1728 Franklin St A,Plumbing proper backflow devices,G,-122.26836017,37.806374600000005
Henry P Mohr Elementary School,3300 Dennis Dr,Adequate ventilation and lighting designated area,G,-121.86036577,37.69237869
Cousin Cafe,39193 Cedar Blvd,Equipment/Utensils - approved installed clean g,G,-122.00403259,37.52305491
Bongo's,39407 Fremont Blvd,Proper hot and cold holding temperatures,G,-121.9814264,37.54463504
Cabalen Sweet & Savory,3331 International Blvd,Premises personal/cleaning items vermin-proofing,G,-122.21886777,37.77425243
F.m. Smith Recreation Center,1969 Park Blvd,"Warewashing facilities: installed, maintained, use",G,-122.24872321,37.80035944
Oo Liquors,34460 Fremont Blvd #g,Premises personal/cleaning items vermin-proofing,G,-122.03859527,37.57509355
Zzib's Hoagiest Cheesesteaks,1601 San Pablo Ave,Garbage and refuse properly disposed facilities m,G,-122.27209533,37.80677524
R & R Food Company,324 8th St,Equipment/Utensils - approved installed clean g,G,-122.27105764,37.79915020000001
Fob Kitchen,5179 Telegraph Ave,Thermometers provided and accurate,Y,-122.26267345,37.83768998
Blossom Vegan Restaurant,4000 Pimlico Dr 112,Food separated and protected,G,-121.86998421,37.70019743
Shangri-la Vegan,4905 Telegraph Ave,Premises personal/cleaning items vermin-proofing,Y,-122.262677,37.83585709
Wienerschnitzel,816 N Vasco Rd,Garbage and refuse properly disposed facilities m,Y,-121.72501879,37.71146557
Ahn's Quarter Lb Burger,439 Grand Ave,Proper hot and cold holding temperatures,R,-122.25301343,37.80838809
Baba's Dhaba,2077 Newpark Mall,"No rodents, insects, birds, or animals",G,-122.00137666,37.52831997
Verde Tea Cafe,47954 Warm Springs Blvd,Signs posted last inspection report available,G,-121.92090286,37.47622599
Frick Middle School,2845 64th Ave,Demonstration of knowledge food manager certifica,G,-122.18420418,37.77099545
Gazzalis Supermarket,7000 Bancroft Ave,Equipment/Utensils - approved installed clean g,G,-122.17948207,37.76821254
Pizza Rustica,6106 La Salle Ave,Signs posted last inspection report available,G,-122.21042381,37.82631511
Sunfish Poke Bar,5625 Auto Mall Pkwy,Equipment/Utensils - approved installed clean g,G,-121.97627736,37.50432998
Jamba Juice #43,3962 Mowry Ave,Nonfood-contact surfaces clean,G,-121.98666715,37.55067467
Roppongi Sushi,2206 First St,"Food in good condition, safe and unadulterated",Y,-121.76910038,37.68155312
Ramen Arashi,46577 Mission Blvd,Food storage food storage containers identified,G,-121.92976837,37.49164581
Spices,1616 Washington Blvd,"Floors, walls and ceilings: built, maintained, and",Y,-121.93767724,37.53066753
Smoking Pig Bbq Company,3340 Mowry Ave,Equipment/Utensils - approved installed clean g,G,-121.98373098,37.55425957
Itaba,3920 Piedmont Ave,Adequate handwashing facilities supplied & accessi,G,-122.25390551,37.82495720000001
Rocky's Market Brooklyn Basin,288 9th Ave,Demonstration of knowledge food manager certifica,G,-122.25621689,37.7867838
R'noodles,930 Webster St,"Floors, walls and ceilings: built, maintained, and",G,-122.27085029,37.80006381
Storm Crepes,39658 Cedar Blvd,"Equipment, utensils and linens: storage and use",G,-121.99875106,37.52191702
Plank,98 Broadway,Nonfood-contact surfaces clean,G,-122.27678828,37.79528801
Burma Superstar Oakland,4721 Telegraph Ave,"Equipment, utensils and linens: storage and use",G,-122.26303902,37.83452085
Soi 4 Restaurant,5421 College Ave,Time as a public health control procedures & reco,Y,-122.25146722,37.84126396
La Bonita Taqueria,2200 Broadway,Permits Available,G,-122.26657172,37.81103647
Gobi Mongolian Grill,4811 Hopyard Rd G-1,"Floors, walls and ceilings: built, maintained, and",G,-121.90367937,37.69112852
7-eleven #19168d,3868 Delaware Dr,Plumbing proper backflow devices,G,-121.95423562,37.51892423
Golden Gate Donuts,4201 Telegraph Ave,Adequate ventilation and lighting designated area,G,-122.26402277,37.83087633
Cocolo Ramen,39261 Cedar Blvd,Equipment/Utensils - approved installed clean g,G,-122.00407832,37.5222174
Al's New York Pizza,41300 Fremont Blvd,Adequate handwashing facilities supplied & accessi,G,-121.95823455,37.52972089
Meet Fresh,43337 Boscell Rd,Time as a public health control procedures & reco,G,-121.97601599,37.5029128
Zzexpresso Gourmet,409 14th St,Nonfood-contact surfaces clean,G,-122.26957554,37.8036797
Dosa Hut,39180 Paseo Padre Pkwy,Plan Review,G,-121.97929068,37.55400252
Subway (at Walmart),2700 Las Positas Rd,Proper hot and cold holding temperatures,G,-121.76844306,37.69858464
Miss Ollies,901 Washington St,Proper hot and cold holding temperatures,G,-122.27501942,37.80069595
Binh Minh Quan,338 12th St,Equipment/Utensils - approved installed clean g,Y,-122.2692331,37.80211376
Taqueria El Farolito,3646 International Blvd,Adequate ventilation and lighting designated area,G,-122.22083979,37.77550596
Strings Italian Cafe,2205 Las Positas Rd,Food contact surfaces: clean and sanitized,G,-121.77297789,37.69768898
Ba Le Vietnamese Sandwich,1909 International Blvd #a,Wiping cloths: properly used and stored,G,-122.23991007,37.78576429
Modigliani Cafe,3208-10 Grand Ave,"Warewashing facilities: installed, maintained, use",G,-122.24755213,37.81205256
Amaravati House,1991 Santa Rita Rd A,Signs posted last inspection report available,G,-121.87472754,37.67893612
Spin A Yarn,45915 Warm Springs Blvd,"Floors, walls and ceilings: built, maintained, and",G,-121.93278776,37.49490998
Sultan's Kebab,6654 Koll Center Pkwy #205,Plumbing proper backflow devices,G,-121.89860690000002,37.65889322
Chipotle Mexican Grill #2687,3238 Livermore Outlets Dr,Hands clean and properly washed gloves used prope,G,-121.84026086,37.69883769
I Love Sushi,39055 Cedar Blvd 198,Equipment/Utensils - approved installed clean g,G,-122.00511818,37.52359143
Bengal Tiger Kitchen,5438 Central Ave,Food contact surfaces: clean and sanitized,G,-122.01798159,37.53833865
Piedmont Coffee Gate 4,1 Airport Dr,Equipment/Utensils - approved installed clean g,Y,-122.20122240000002,37.72288105
Toro Sushi Bar,43785 Boscell Rd,Plumbing proper backflow devices,G,-121.98468059,37.51054659
Birch Grove Primary,6071 Smith Ave,Equipment/Utensils - approved installed clean g,G,-122.01525433,37.52900438
"Cholita Linda, Llc",4923 Telegraph Ave,Demonstration of knowledge food manager certifica,G,-122.2626088,37.83609131
Paris Baguette Cafe,7150 Regional St,Wiping cloths: properly used and stored,G,-121.93498481,37.70421234
Mudlab,440 Grand Ave 100,Proper hot and cold holding temperatures,G,-122.25299469999999,37.80894202
Dosa By Dosa,2301 Broadway,Food contact surfaces: clean and sanitized,Y,-122.26663052,37.81238363
Com Tam Thanh Restaurant,5733 Stevenson Blvd,"Toxic substances properly identified, stored, used",G,-121.99029109,37.5208483
China Villa,4022 East Ave,Garbage and refuse properly disposed facilities m,R,-121.74848654,37.67994245
My Tho Vietnamese Restaurant,39127 Cedar Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.00455178,37.52331151
Mirchi Meat & Deli,40900 Fremont Blvd B,Demonstration of knowledge food manager certifica,G,-121.96099421,37.53416328
Subway #27466,3960 Washington Blvd #j,"Toxic substances properly identified, stored, used",G,-121.95808674,37.53201854
Himalayan Curry House,6112 La Salle Ave 2,Food separated and protected,Y,-122.21013049999999,37.8264315
Flip N Soul,2101 14th Ave,Plumbing proper backflow devices,G,-122.24014151,37.79415438
The Grill At The Course@wente Vineyards,5040 Arroyo Rd,"Floors, walls and ceilings: built, maintained, and",G,-121.75638795,37.62657068
Naan 'n' Curry,1615 Clay St,Food storage food storage containers identified,G,-122.27268277,37.80676102
Lili's Bakery,1987 Santa Rita Rd B,Signs posted last inspection report available,Y,-121.87561813,37.67869247
Sprout's Market,6399 Jarvis Ave,Food contact surfaces: clean and sanitized,G,-122.05198816,37.54725906
French Dip And More,2181 First St,Proper hot and cold holding temperatures,Y,-121.76926798,37.68147371
Queen's Cajun Seafood,2211 International Blvd #a,"Equipment, utensils and linens: storage and use",G,-122.23773863,37.78446841
Church's Chicken,7301 Bancroft Ave,Adequate handwashing facilities supplied & accessi,G,-122.1751322,37.76438989
Dulhan Sweets,34139 Fremont Blvd,Food properly labeled & honestly presented,G,-122.04435469,37.57540005
7-eleven Food Store #25693,930 Springtown Blvd,"Floors, walls and ceilings: built, maintained, and",G,-121.74124654,37.70502762
Chabot Cafe,11450 Golf Links Rd,Adequate ventilation and lighting designated area,G,-122.11709871,37.74256576
Round Table Pizza #931,46600 Mission Blvd,"Equipment, utensils and linens: storage and use",Y,-121.92676881,37.49132568
7 Star Donut,3060 E 9th St #d,"Equipment, utensils and linens: storage and use",Y,-122.23111425,37.77448012
Restaurante Dona Toma's,5004 Telegraph Ave A,Thermometers provided and accurate,Y,-122.26261514,37.83595704
Hopyard Shell,3790 Hopyard Rd,Hot and cold water available,G,-121.90453396,37.68125275
Bob's Discount Liquor,7000 Jarvis Ave #a,"Toilet facilities: properly constructed, supplied,",G,-122.05542319,37.54211637
Eddie's Market,1935 73rd Ave,"No rodents, insects, birds, or animals",G,-122.18227555,37.76241712
Blue Bottle Coffee,480 9th St,"Warewashing facilities: installed, maintained, use",G,-122.27481378,37.80147823
Hopyard,3015 Hopyard Rd H,Impoundment,G,-121.89688229999999,37.67604468
Best Western Plus Bayside Hotel,1717 Embarcadero Ave,"Warewashing facilities: installed, maintained, use",G,-122.24573367,37.78588809
Starbread,5855 Jarvis Ave #d,Plumbing proper backflow devices,G,-122.04813686,37.55189415
Cvs Pharmacy # 331,2000 Driscoll Rd,Plumbing proper backflow devices,G,-121.94726634,37.54221791
C-town Discount Cigarettes,2550 Seminary Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.19105997,37.7710528
First Street Nutrition,2074 First St,"Toilet facilities: properly constructed, supplied,",G,-121.77028606,37.68148582
Little By Little,46164 Warm Springs Blvd 274,Plumbing proper backflow devices,G,-121.93112148,37.49284942
B & C Gas Mini Mart,2008 First St,"Floors, walls and ceilings: built, maintained, and",G,-121.77046924,37.6811441
J's Giant Burger,1920 Dennison St,Consumer advisory provided for raw or undercooked,G,-122.24166788,37.77944516
Happy Garden Chinese Restaurant,4112 Macarthur Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.19668578,37.7894544
Maple Leaf Donuts,41200 Blacow Rd I,"Floors, walls and ceilings: built, maintained, and",Y,-121.97047583,37.52311511
Milk & Honey Restaurant,34265 Fremont Blvd,Wiping cloths: properly used and stored,G,-122.04262114,37.57537179
Hancook,4315 Telegraph Ave,"Warewashing facilities: installed, maintained, use",Y,-122.26416686,37.83186123
Baskin Robbins,4323 First St,Food storage food storage containers identified,G,-121.74328673,37.69696341
Peet's Coffee & Tea,5765 Valley Ave 100,"Floors, walls and ceilings: built, maintained, and",G,-121.89578615,37.67668724
Zzmountain Mike's,35760 Fremont Blvd,Signs posted last inspection report available,G,-122.02427719,37.5668535
Mujiri,6501 San Pablo Ave B,Equipment/Utensils - approved installed clean g,G,-122.28579293,37.84818862
Am/pm Arco,9800 International Blvd,Premises personal/cleaning items vermin-proofing,G,-122.16995158,37.74429572
Fremont Dosa Place,41043 Fremont Blvd,Food storage food storage containers identified,G,-121.96059386,37.53216387
Rancho Market,1950 Fruitvale Ave,Signs posted last inspection report available,G,-122.22355854,37.78215736
Little Caesars,2218 Macarthur Blvd,Food contact surfaces: clean and sanitized,G,-122.21551478,37.80019804
Cole Coffee,307 63rd St,Adequate handwashing facilities supplied & accessi,G,-122.25272434,37.85027151
Oakland Police Dept Snack Bar,455 7th St,Plumbing proper backflow devices,G,-122.2753742,37.79995385
Subway,4515 Rosewood Dr 500,Plumbing proper backflow devices,G,-121.88542116,37.69874074
Chicago's Pizza With-a-twist,922 Larkspur Dr A-1,Proper hot and cold holding temperatures,G,-121.74079885,37.70585691
Ba Le French Coffee Shop,812 Franklin St,Adequate handwashing facilities supplied & accessi,Y,-122.27240826,37.79993125
Ramirez Market,37365 Fremont Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.00759299,37.55849488
Tri Valley Bistro,519 Main St,Signs posted last inspection report available,G,-121.87603946,37.66018766
Italian Colors,2220 Mountain Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.20342528,37.81764305
John's Incredible Pizza,440 Newpark Mall,Food contact surfaces: clean and sanitized,G,-121.99873904,37.52754998
Denny's,46645 Mission Blvd,Proper hot and cold holding temperatures,G,-121.92758043,37.4913606
Little Caesars,3283 Bernal Ave 103,No unapproved private homes / living or sleeping q,G,-121.85717115,37.66763039
Rock'n Salsa,43913 Hugo Ter,"Food in good condition, safe and unadulterated",G,-121.94766849,37.51209238
Vince's Cafe,46700 Fremont Blvd,"Toxic substances properly identified, stored, used",G,-121.94488306,37.48082771
Sprouts Farmers Market,3035 E Broadway,Food contact surfaces: clean and sanitized,Y,-122.26233539,37.81854662
Mistura,3858 Piedmont Ave,"Warewashing facilities: installed, maintained, use",G,-122.25494979,37.82447559
Lemongrass Thai Resturant,2216 First St,"Floors, walls and ceilings: built, maintained, and",G,-121.76903125,37.68157378
Specialty's Cafe & Bakery,5331 Hopyard Rd,"Equipment, utensils and linens: storage and use",G,-121.90309595,37.69706283
Home On The Range,2773 Telegraph Ave,"Floors, walls and ceilings: built, maintained, and",R,-122.26777677,37.81681573
Boba Queen,34420 Fremont Blvd A,"Floors, walls and ceilings: built, maintained, and",G,-122.04015631,37.574684999999995
Starbucks Coffee #9206,315 1/2 20th St,Plumbing proper backflow devices,G,-122.26563562,37.80828396
